snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force,settled_at,outcome,actual,profit_units
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-19.5,575,draftkings,0.1444229049664254,-0.0037252431817227,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-20.5,630,draftkings,0.1273481203740964,-0.0096381809957665,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-21.5,740,draftkings,0.1087736067538434,-0.0102740122937756,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-22.5,790,draftkings,0.0982775028627575,-0.0140820476990402,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-23.5,860,draftkings,0.0886019846004152,-0.0155646820662514,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-24.5,960,draftkings,0.0739333706097571,-0.0204062520317522,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-25.5,1060,draftkings,0.0641179496582331,-0.022088946893491,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,-26.5,1140,draftkings,0.0581950401454712,-0.0224501211448513,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,3.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,10.5,-800,draftkings,0.7744619638183259,-0.1144269250705629,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,10.5,550,draftkings,0.2255380361816741,0.0716918823355203,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,5.5
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,11.5,-750,draftkings,0.7704746600808332,-0.1118782810956373,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,11.5,500,draftkings,0.2295253399191669,0.0628586732525002,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,5.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,12.5,-650,draftkings,0.7532044529638039,-0.1134622137028628,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,12.5,450,draftkings,0.2467955470361962,0.0649773652180144,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,4.5
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,13.5,-425,draftkings,0.7021048428411804,-0.1074189666826291,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,13.5,320,draftkings,0.2978951571588195,0.0597999190635814,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,3.2
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,14.5,-350,draftkings,0.6671427663815014,-0.1106350113962764,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,14.5,265,draftkings,0.3328572336184984,0.0588846308787724,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,2.65
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,15.5,-320,draftkings,0.6500318931520217,-0.1118728687527401,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,15.5,240,draftkings,0.3499681068479782,0.0558504597891546,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,2.4
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,16.5,-250,draftkings,0.6033685814917076,-0.1109171327940067,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,16.5,190,draftkings,0.3966314185082923,0.0518038323013957,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,1.9
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,17.5,-180,draftkings,0.531506258460969,-0.1113508843961739,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,17.5,140,draftkings,0.4684937415390309,0.0518270748723642,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,1.4
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,18.5,-170,draftkings,0.517265730609698,-0.1123638990199316,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,18.5,130,draftkings,0.4827342693903018,0.0479516606946496,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,1.3
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,19.5,-145,draftkings,0.4815304967400416,-0.1103062379538359,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,19.5,115,draftkings,0.5184695032599583,0.0533532241901908,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,1.15
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,20.5,-105,draftkings,0.397661879402732,-0.1145332425484874,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,20.5,-120,draftkings,0.602338120597268,0.0568835751427225,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.8333333333333334
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,21.5,110,draftkings,0.3654627935476497,-0.1107276826428264,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,21.5,-140,draftkings,0.6345372064523502,0.0512038731190168,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.7142857142857143
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,22.5,120,draftkings,0.3423279388943731,-0.1122175156510814,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,22.5,-155,draftkings,0.6576720611056268,0.0498289238507249,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.6451612903225806
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,23.5,150,draftkings,0.3036748286430191,-0.0963251713569808,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,23.5,-195,draftkings,0.6963251713569809,0.0353082222044385,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.5128205128205128
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,24.5,195,draftkings,0.2498907204966868,-0.0890923303507707,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,24.5,-255,draftkings,0.7501092795033132,0.0317994203483835,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.39215686274509803
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,25.5,215,draftkings,0.236656847576224,-0.0808034698840934,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,25.5,-280,draftkings,0.763343152423776,0.0265010471606181,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.35714285714285715
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,26.5,250,draftkings,0.2130545487413981,-0.0726597369728875,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,26.5,-330,draftkings,0.7869454512586019,0.0195035907934856,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.30303030303030304
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,27.5,340,draftkings,0.1672590082892969,-0.0600137189834303,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,27.5,-450,draftkings,0.8327409917107031,0.0145591735288849,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.2222222222222222
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,28.5,390,draftkings,0.1471285726411503,-0.0569530600119109,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,28.5,-550,draftkings,0.8528714273588498,0.0067175812050036,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.18181818181818182
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,29.5,450,draftkings,0.1337659752402266,-0.0480522065779551,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,29.5,-650,draftkings,0.8662340247597735,-0.0004326419068931,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.15384615384615385
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_over,30.5,550,draftkings,0.1099719277185014,-0.0438742261276524,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,10.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,away_under,30.5,-800,draftkings,0.8900280722814986,0.0011391833926097,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,10.0,0.125
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,13.5,-900,draftkings,0.8484557904109348,-0.0515442095890652,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,13.5,600,draftkings,0.1515442095890652,0.0086870667319223,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,6.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,14.5,-700,draftkings,0.8247935302269264,-0.0502064697730736,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,14.5,500,draftkings,0.1752064697730735,0.0085398031064069,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,5.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,15.5,-650,draftkings,0.8125797098576841,-0.0540869568089825,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,15.5,450,draftkings,0.1874202901423157,0.0056021083241339,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,4.5
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,16.5,-500,draftkings,0.7774499436597618,-0.0558833896735715,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,16.5,360,draftkings,0.2225500563402381,0.005158751992412,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,3.6
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,17.5,-350,draftkings,0.7203913186335743,-0.0573864591442034,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,17.5,265,draftkings,0.2796086813664256,0.0056360786266995,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,2.65
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,18.5,-330,draftkings,0.7084660962955016,-0.0589757641696147,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,18.5,250,draftkings,0.2915339037044982,0.0058196179902125,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,2.5
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,19.5,-275,draftkings,0.6769046153188293,-0.056428718014504,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,19.5,210,draftkings,0.3230953846811705,0.0005147395198801,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,2.1
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,20.5,-200,draftkings,0.5987813160765062,-0.0678853505901604,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,20.5,155,draftkings,0.4012186839234937,0.0090618211783956,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,1.55
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,21.5,-175,draftkings,0.567147980963049,-0.0692156554005873,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,21.5,135,draftkings,0.432852019036951,0.0073201041433339,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,1.35
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,22.5,-155,draftkings,0.543176847883074,-0.0646662893718279,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,22.5,120,draftkings,0.4568231521169259,0.0022776975714713,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,1.2
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,23.5,-125,draftkings,0.5009365880837645,-0.054618967471791,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,23.5,-105,draftkings,0.4990634119162354,-0.013131710034984,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.9523809523809523
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,24.5,105,draftkings,0.4389473277601062,-0.0488575502886742,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,24.5,-135,draftkings,0.5610526722398937,-0.0134154128664892,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.7407407407407407
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,25.5,110,draftkings,0.4228605230262791,-0.053329953164197,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,25.5,-145,draftkings,0.5771394769737208,-0.0146972577201567,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.6896551724137931
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,26.5,130,draftkings,0.3926013201862525,-0.0421812885093996,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,26.5,-165,draftkings,0.6073986798137474,-0.0152428296202148,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.6060606060606061
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,27.5,170,draftkings,0.3306790722350495,-0.0396912981353207,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,27.5,-220,draftkings,0.6693209277649503,-0.0181790722350496,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.45454545454545453
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,28.5,195,draftkings,0.3019714616387768,-0.0370115892086807,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,28.5,-255,draftkings,0.698028538361223,-0.0202813207937065,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.39215686274509803
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,29.5,220,draftkings,0.2818733569384893,-0.0306266430615106,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,29.5,-290,draftkings,0.7181266430615106,-0.0254631005282329,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.3448275862068966
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,30.5,275,draftkings,0.2441289250738177,-0.0225377415928489,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_under,30.5,-360,draftkings,0.7558710749261822,-0.0267376207259917,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,13.0,0.2777777777777778
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_team_total,,home_over,31.5,360,draftkings,0.2027063379662899,-0.0146849663815361,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
